artist_name,album_name,track_name,search_term,track_uri,t_uri,genres,filtered_genres,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Saturday Looks Good To Me,Sound On Sound,Blue Christmas,"Saturday Looks Good To Me, Blue Christmas",spotify:track:3ige1mbmaZgph46E48KJTT,3ige1mbmaZgph46E48KJTT,ann arbor indie|michigan indie|twee pop,pop|indie,spotify:track:3ige1mbmaZgph46E48KJTT,0.8,0.293,0.411,0.00314,0.262,-4.01,0.0272,0.680891186,0.207
John Murry,Heaven Scent: Spunk Sampler 2012,California,"John Murry, California",spotify:track:2Ah4vtO14qRGSgZJin6YjK,2Ah4vtO14qRGSgZJin6YjK,mississippi indie,indie,spotify:track:2Ah4vtO14qRGSgZJin6YjK,0.62,0.543,0.522,0.815,0.0794,-9.851,0.0342,0.346028945,0.744
Ministry,The Mind Is a Terrible Thing to Taste,Test,"Ministry, Test",spotify:track:4JaT7seBgGmpyWF1uANUOc,4JaT7seBgGmpyWF1uANUOc,alternative metal|industrial|industrial metal|industrial rock|nu metal|rap rock,metal|rock|rap,spotify:track:4JaT7seBgGmpyWF1uANUOc,3.17E-05,0.444,0.946,0.674,0.0971,-9.468,0.0786,0.580229605,0.176
Frankie Valli,Only Dance 1975-1979,Grease,"Frankie Valli, Grease",spotify:track:5Vrczz39CvlD3OGCa6utoA,5Vrczz39CvlD3OGCa6utoA,adult standards|brill building pop|bubblegum pop|folk rock|lounge|soft rock,pop|rock|folk,spotify:track:5Vrczz39CvlD3OGCa6utoA,0.156,0.82,0.464,0,0.101,-8.45,0.0481,0.48991055,0.872
Trey Songz,Songs Ready,Black Roses,"Trey Songz, Black Roses",spotify:track:71Ir5hJhwzMiPhUW5jkrYY,71Ir5hJhwzMiPhUW5jkrYY,dance pop|pop|r&b|southern hip hop|trap|urban contemporary,hip hop|rap|r&b|dance|pop,spotify:track:71Ir5hJhwzMiPhUW5jkrYY,0.0816,0.577,0.782,0,0.082,-3.213,0.0355,0.398431376,0.501
Bad Brains,Banned In D.C.: Bad Brains' Greatest Riffs,Re-Ignition,"Bad Brains, Re-Ignition",spotify:track:5flccuB88UqMqTO6XVXiv8,5flccuB88UqMqTO6XVXiv8,alternative rock|black punk|dc hardcore|hardcore punk|nyhc|punk|ska punk,rock,spotify:track:5flccuB88UqMqTO6XVXiv8,0.0132,0.417,0.771,0.00198,0.0995,-13.711,0.0809,0.795003875,0.471
Anti-Flag,All Areas 71,The Press Corpse,"Anti-Flag, The Press Corpse",spotify:track:0mzqrv0bY7d5ECDfsRMUpf,0mzqrv0bY7d5ECDfsRMUpf,melodic hardcore|pop punk|punk|ska punk|skate punk,pop,spotify:track:0mzqrv0bY7d5ECDfsRMUpf,0.000863,0.315,0.967,0.00418,0.205,-3.251,0.146,0.834636041,0.765
ralph de jongh,Emotion,Blind,"ralph de jongh, Blind",spotify:track:0A7UMsqmcfTbLHqal7OrWc,0A7UMsqmcfTbLHqal7OrWc,dutch blues,blues,spotify:track:0A7UMsqmcfTbLHqal7OrWc,0.828,0.495,0.228,3.28E-06,0.117,-9.409,0.035,0.324362942,0.355
Buddy Holly,"The Buddy Holly Sessions, Vol. 1",It's Too Late,"Buddy Holly, It's Too Late",spotify:track:7IT9dHZUmPEhqAxvZo1JW2,7IT9dHZUmPEhqAxvZo1JW2,adult standards|brill building pop|bubblegum pop|folk rock|rock-and-roll|rockabilly,pop|rock|folk,spotify:track:7IT9dHZUmPEhqAxvZo1JW2,0.973,0.351,0.226,0.00323,0.137,-12.921,0.039,0.95646643,0.433
Mavis Staples,The Complete Stax-Volt Soul Singles CD 3,Endlessly,"Mavis Staples, Endlessly",spotify:track:1u49kSh4trlsinDckQgwG6,1u49kSh4trlsinDckQgwG6,funk|roots rock|soul|southern soul|spirituals,rock|soul,spotify:track:1u49kSh4trlsinDckQgwG6,0.763,0.486,0.352,1.45E-05,0.0571,-11.484,0.0278,0.453615405,0.521
Nguyên Lê,Songs Of Freedom,Eleanor Rigby,"Nguyên Lê, Eleanor Rigby",spotify:track:4KJnNGPkewiMjxkgahIs0P,4KJnNGPkewiMjxkgahIs0P,contemporary jazz|french jazz,jazz,spotify:track:4KJnNGPkewiMjxkgahIs0P,0.836,0.467,0.507,0.119,0.101,-9.865,0.0374,0.403071851,0.28
Mono,"Walking Clouds and Deep Red Sky, Flag Fluttered and the Sun Shined",Mere Your Pathetique Light,"Mono, Mere Your Pathetique Light",spotify:track:2vlhjAbTcGPgHOj7QYZJy7,2vlhjAbTcGPgHOj7QYZJy7,compositional ambient|downtempo|instrumental post-rock|japanese post-rock|post-rock,rock,spotify:track:2vlhjAbTcGPgHOj7QYZJy7,0.671,0.133,0.303,0.787,0.591,-16.066,0.036,0.686861991,0.171
The Beta Band,Hot Shots II,Dragon,"The Beta Band, Dragon",spotify:track:60a68Cf1GIyzYyfsiQLJG1,60a68Cf1GIyzYyfsiQLJG1,alternative rock|britpop|chamber psych|indie rock|scottish indie,pop|rock|indie,spotify:track:60a68Cf1GIyzYyfsiQLJG1,0.32,0.428,0.275,0.392,0.102,-14.672,0.0341,0.636148226,0.182
Big Wreck,Ghosts,Friends,"Big Wreck, Friends",spotify:track:1sM1yZ14d6G3Q4hyHW09k9,1sM1yZ14d6G3Q4hyHW09k9,canadian indie|canadian rock|post-grunge,rock|indie,spotify:track:1sM1yZ14d6G3Q4hyHW09k9,0.000717,0.535,0.929,0.00101,0.49,-6.241,0.0811,0.582531926,0.361
Sarah Jaffe,The Way Sound Leaves A Room,Shut It Down,"Sarah Jaffe, Shut It Down",spotify:track:31YYCPJKtMknTsCQeCcPUl,31YYCPJKtMknTsCQeCcPUl,denton tx indie|etherpop,pop|indie,spotify:track:31YYCPJKtMknTsCQeCcPUl,0.873,0.639,0.346,0.0181,0.13,-8.593,0.0281,0.489637317,0.541
Jaicko,Personal Selection,Perfect,"Jaicko, Perfect",spotify:track:2n9jhRTLZrrVezxDM4WYIK,2n9jhRTLZrrVezxDM4WYIK,barbadian pop,pop,spotify:track:2n9jhRTLZrrVezxDM4WYIK,0.262,0.454,0.727,0,0.0754,-4.126,0.085,0.57166533,0.601
Black Eyed Peas,Alive,Alive,"Black Eyed Peas, Alive",spotify:track:6R1E3mgWYUgXsEIYrRnZoA,6R1E3mgWYUgXsEIYrRnZoA,dance pop|pop|pop rap,pop|rap|dance,spotify:track:6R1E3mgWYUgXsEIYrRnZoA,0.0676,0.801,0.643,0.00047,0.613,-7.07,0.0375,0.51528087,0.568
Vitamin String Quartet,The String Quartet Tribute to Elliott Smith,Angels,"Vitamin String Quartet, Angels",spotify:track:6dLlCCQk8w4X0w2urrovCn,6dLlCCQk8w4X0w2urrovCn,bow pop|classify,pop,spotify:track:6dLlCCQk8w4X0w2urrovCn,0.00156,0.5,0.687,0.815,0.0622,-6.963,0.0405,0.515137535,0.437
Happy Days,Happiness Stops Here,Letting Go,"Happy Days, Letting Go",spotify:track:6OhGQ88FECLV2AxtSFlTrB,6OhGQ88FECLV2AxtSFlTrB,depressive black metal|usbm,metal,spotify:track:6OhGQ88FECLV2AxtSFlTrB,0.000934,0.171,0.975,0.891,0.183,-7.136,0.116,0.555947736,0.0296
Étienne Daho,Corps Et Armes,Ouverture,"Étienne Daho, Ouverture",spotify:track:3uZjKwe6Eywe9cdbiwZqGU,3uZjKwe6Eywe9cdbiwZqGU,chanson|french indie pop|french pop|french rock|nouvelle chanson francaise,pop|rock|indie,spotify:track:3uZjKwe6Eywe9cdbiwZqGU,0.00356,0.162,0.567,0.0777,0.0883,-8.637,0.0348,0.342499317,0.188
Threat Signal,Under Reprisal (2006),One Last Breath,"Threat Signal, One Last Breath",spotify:track:3Aj5Pav8sxKAIxy8IoU86D,3Aj5Pav8sxKAIxy8IoU86D,canadian metal|canadian metalcore|groove metal|melodic death metal|melodic metalcore|metalcore,metal,spotify:track:3Aj5Pav8sxKAIxy8IoU86D,2.28E-06,0.488,0.975,0.761,0.231,-4.634,0.0673,0.506331382,0.225
Vitamin String Quartet,The String Quartet Tribute to David Gray,Sail Away,"Vitamin String Quartet, Sail Away",spotify:track:5cep0ZYmHTyaEh8OaQUipw,5cep0ZYmHTyaEh8OaQUipw,bow pop|classify,pop,spotify:track:5cep0ZYmHTyaEh8OaQUipw,0.819,0.76,0.517,0.911,0.128,-6.489,0.0341,0.519522694,0.779
Air,N°5 by Blonde Music,Cherry Blossom Girl,"Air, Cherry Blossom Girl",spotify:track:4m8ttWM8IKXyhpv89E867J,4m8ttWM8IKXyhpv89E867J,ambient pop|downtempo|electronica|trip hop,pop|electronica,spotify:track:4m8ttWM8IKXyhpv89E867J,0.362,0.436,0.76,0.955,0.13,-7.906,0.0374,0.335995485,0.504
Irma Thomas,Irma Thomas,Lady Marmalade,"Irma Thomas, Lady Marmalade",spotify:track:04dPACTn1T3MZDZBRqfkgx,04dPACTn1T3MZDZBRqfkgx,brill building pop|classic soul|funk|louisiana blues|new orleans blues|rhythm and blues|soul|southern soul,blues|pop|soul,spotify:track:04dPACTn1T3MZDZBRqfkgx,0.907,0.558,0.497,0.913,0.512,-17.651,0.194,0.571647413,0.783
Varios,BSO Hair,Air,"Varios, Air",spotify:track:0tzixmHNQfE6S6SirSToxW,0tzixmHNQfE6S6SirSToxW,dance pop|latin|latin pop|mexican pop|puerto rican pop,pop|dance,spotify:track:0tzixmHNQfE6S6SirSToxW,0.641,0.276,0.572,0,0.2,-7.818,0.0377,0.349316695,0.285
Adriano Celentano,Esco di rado e parlo ancora meno,Index,"Adriano Celentano, Index",spotify:track:3n7whN4umhWlWKk5qaf2Jk,3n7whN4umhWlWKk5qaf2Jk,classic italian pop|italian pop,pop,spotify:track:3n7whN4umhWlWKk5qaf2Jk,0.312,0.456,0.738,0,0.0537,-9.337,0.0823,0.555204185,0.621
Tracy Pendarvis,Sun 50 Golden Years 1952 - 2002 - Disc 5,Beat It,"Tracy Pendarvis, Beat It",spotify:track:2w0azrDQVj8tQz9phgqWUT,2w0azrDQVj8tQz9phgqWUT,rockabilly,rock,spotify:track:2w0azrDQVj8tQz9phgqWUT,0.952,0.577,0.683,0.71,0.106,-12.605,0.0442,0.444146327,0.498
Mind Spiders,"Inhumanistic (2013, Dirtnap)",Pictures,"Mind Spiders, Pictures",spotify:track:0XCoQXsKbrmLkQqPgH0vqr,0XCoQXsKbrmLkQqPgH0vqr,denton tx indie|garage pop|garage punk|synth punk,pop|indie,spotify:track:0XCoQXsKbrmLkQqPgH0vqr,0.0728,0.237,0.847,0.965,0.292,-2.584,0.0399,0.76752832,0.533
Macy Gray,The Trouble With Being Myself,Happiness,"Macy Gray, Happiness",spotify:track:0xAdHo0TFBlpXBnc781Wnp,0xAdHo0TFBlpXBnc781Wnp,neo soul|pop rock,pop|rock|soul,spotify:track:0xAdHo0TFBlpXBnc781Wnp,0.107,0.849,0.62,7.47E-05,0.0808,-7.156,0.0406,0.416720044,0.609
The Fire,Abracadabra,Never,"The Fire, Never",spotify:track:35rN4GfNcg94GgVZb7U1X9,35rN4GfNcg94GgVZb7U1X9,funk|funk rock|minneapolis sound|motown|synth funk,rock,spotify:track:35rN4GfNcg94GgVZb7U1X9,0.00656,0.494,0.844,0.254,0.663,-9.465,0.06,0.85602881,0.787
Damnation Army,Circle of the Brave,I,"Damnation Army, I",spotify:track:41L0Z0wBBNny5QH07hfbGW,41L0Z0wBBNny5QH07hfbGW,album rock|glam metal|hard rock|metal|rock,metal|rock,spotify:track:41L0Z0wBBNny5QH07hfbGW,2.78E-06,0.352,0.983,0.0423,0.101,-2.907,0.0537,0.721468469,0.406
Chon,Woohoo!,Dust,"Chon, Dust",spotify:track:4DHtnw69huTgOVZbRGJLdt,4DHtnw69huTgOVZbRGJLdt,djent|instrumental math rock|instrumental rock|progressive jazz fusion|progressive post-hardcore|san diego indie,jazz|rock|indie,spotify:track:4DHtnw69huTgOVZbRGJLdt,0.818,0.26,0.44,0.856,0.136,-11.119,0.0385,0.694306459,0.239
Pink Floyd,Oh By the Way Boxset [Disc 8] (Obscured By Clouds),Free Four,"Pink Floyd, Free Four",spotify:track:1cqqMuifR0snSUYQPk0ehO,1cqqMuifR0snSUYQPk0ehO,album rock|art rock|classic rock|progressive rock|psychedelic rock|rock|symphonic rock,rock,spotify:track:1cqqMuifR0snSUYQPk0ehO,0.0107,0.695,0.388,0.00218,0.0583,-12.85,0.0326,0.557269107,0.639
Bearfoot,Doors and Windows,Heaven,"Bearfoot, Heaven",spotify:track:4qNMFnddgBKL3JWCZcCXzs,4qNMFnddgBKL3JWCZcCXzs,alaska indie,indie,spotify:track:4qNMFnddgBKL3JWCZcCXzs,0.409,0.452,0.361,1.31E-05,0.337,-9.826,0.0418,0.769754494,0.58
Dover,Late at Night,Downtown,"Dover, Downtown",spotify:track:0p8qG0U5TXlJodFnc6RGBN,0p8qG0U5TXlJodFnc6RGBN,spanish pop,pop,spotify:track:0p8qG0U5TXlJodFnc6RGBN,0.012,0.504,0.981,2.70E-05,0.196,-4.012,0.0848,0.49342674,0.3
Koop Arponen,Bright Lights,On My Own,"Koop Arponen, On My Own",spotify:track:4VfJapEbbVHA3H1knbARMV,4VfJapEbbVHA3H1knbARMV,finnish pop,pop,spotify:track:4VfJapEbbVHA3H1knbARMV,0.214,0.715,0.848,0,0.258,-4.377,0.0375,0.582272131,0.64
Saosin,In Search Of Solid Ground (Special Edition),Say Goodbye,"Saosin, Say Goodbye",spotify:track:4v27q8gqCrira7ffcjnNGq,4v27q8gqCrira7ffcjnNGq,metalcore|pop punk|post-hardcore|progressive post-hardcore|screamo,metal|pop,spotify:track:4v27q8gqCrira7ffcjnNGq,0.00352,0.291,0.917,6.70E-06,0.0831,-5.777,0.123,0.718082176,0.229
311,Teenieweenie,Outside,"311, Outside",spotify:track:5n3N6UuPZG2BjszYIpxxMq,5n3N6UuPZG2BjszYIpxxMq,alternative metal|alternative rock|funk metal|funk rock|nu metal|pop rock|post-grunge|rap rock|reggae fusion|rock,metal|pop|rock|rap,spotify:track:5n3N6UuPZG2BjszYIpxxMq,0.0409,0.732,0.792,2.21E-06,0.324,-7.76,0.113,0.459438395,0.886
Dakona,Perfect Change,Waiting,"Dakona, Waiting",spotify:track:22rXR0uPRXtCWb0syk4vB2,22rXR0uPRXtCWb0syk4vB2,grunge pop,pop,spotify:track:22rXR0uPRXtCWb0syk4vB2,0.000417,0.551,0.965,0,0.29,-3.07,0.101,0.555154914,0.376
Matthew Sweet,Altered Beast,Do It Again,"Matthew Sweet, Do It Again",spotify:track:2S6euZM3r0OKChxuDYj8vj,2S6euZM3r0OKChxuDYj8vj,alternative country|alternative pop|alternative rock|jangle pop|laboratorio|pop rock|power pop|roots rock|underground power pop,pop|rock,spotify:track:2S6euZM3r0OKChxuDYj8vj,0.0133,0.492,0.793,9.44E-06,0.315,-7.81,0.0293,0.510040179,0.893
Charlie Wilson/Pharrell Williams/Snoop Dogg,MTV Summer Top 100 2004,Beautiful,"Charlie Wilson/Pharrell Williams/Snoop Dogg, Beautiful",spotify:track:02RNJieDpx7vR75a8hkH6U,02RNJieDpx7vR75a8hkH6U,g funk|gangster rap|hip hop|rap|west coast rap,hip hop|rap,spotify:track:02RNJieDpx7vR75a8hkH6U,0.298,0.893,0.74,0,0.0881,-4.936,0.133,0.452509037,0.963
Throneum,Deathmass of the Gravedancer,Memories,"Throneum, Memories",spotify:track:70hHWUtKn1JUS52om2S7Do,70hHWUtKn1JUS52om2S7Do,polish black metal|polish death metal,metal,spotify:track:70hHWUtKn1JUS52om2S7Do,0.0143,0.406,0.749,0.84,0.254,-10.357,0.0391,0.393929757,0.267
Kindred,File 01,Mirror,"Kindred, Mirror",spotify:track:2qI26S6dwkj50eWtyJG7D6,2qI26S6dwkj50eWtyJG7D6,dark wave|ethereal wave|neoclassical darkwave,classical,spotify:track:2qI26S6dwkj50eWtyJG7D6,0.177,0.587,0.865,0.545,0.194,-8.909,0.0591,0.492665272,0.0789
Foals,Holy Fire,Providence,"Foals, Providence",spotify:track:4CbdkmEPMFUUhxFzLeZ3Ht,4CbdkmEPMFUUhxFzLeZ3Ht,alternative dance|indie rock|indietronica|modern alternative rock|modern rock|new rave|oxford indie|rock,rock|indie|dance,spotify:track:4CbdkmEPMFUUhxFzLeZ3Ht,0.000119,0.466,0.894,0.168,0.175,-7.297,0.078,0.6135819,0.344
Art of Dying,Let the Fire Burn,Go Your Own Way,"Art of Dying, Go Your Own Way",spotify:track:5zdMIbvZ9a0RssrJgEa9wa,5zdMIbvZ9a0RssrJgEa9wa,alternative metal|christian alternative rock|christian rock|gymcore|hard alternative|nu metal|post-grunge|post-screamo|rap rock,metal|rock|rap,spotify:track:5zdMIbvZ9a0RssrJgEa9wa,0.488,0.866,0.502,0.000182,0.0976,-10.464,0.0431,0.560122372,0.781
Tom Chapin,Some Assembly Required,Quiet Time,"Tom Chapin, Quiet Time",spotify:track:0s34ecKVGgarJUJzhwwMnm,0s34ecKVGgarJUJzhwwMnm,children's folk,folk,spotify:track:0s34ecKVGgarJUJzhwwMnm,0.632,0.555,0.269,7.15E-05,0.158,-13.204,0.0302,0.57876042,0.209
Rednex,The End,The End,"Rednex, The End",spotify:track:2qO6jAk86Jm70gY4bAFI86,2qO6jAk86Jm70gY4bAFI86,bubblegum dance|eurodance|europop|hip house|swedish country,pop|dance,spotify:track:2qO6jAk86Jm70gY4bAFI86,0.041,0.375,0.855,0,0.194,-6.614,0.185,0.744093025,0.86
The Antlers,Hospice (Remastered),Thirteen,"The Antlers, Thirteen",spotify:track:1RD0wJCXBlclFp4V2qOfgu,1RD0wJCXBlclFp4V2qOfgu,art pop|brooklyn indie|chamber pop|freak folk|indie folk|indie pop|indie rock|melancholia|stomp and holler,pop|rock|folk|indie,spotify:track:1RD0wJCXBlclFp4V2qOfgu,0.979,0.185,0.407,0.858,0.13,-9.68,0.0426,0.450448594,0.0319
Anti-Flag,The Bright Lights of America,Vices,"Anti-Flag, Vices",spotify:track:5VojdCLeGc1bzUBPEz8nTZ,5VojdCLeGc1bzUBPEz8nTZ,melodic hardcore|pop punk|punk|ska punk|skate punk,pop,spotify:track:5VojdCLeGc1bzUBPEz8nTZ,0.0556,0.298,0.779,3.65E-06,0.618,-4.174,0.076,0.400585882,0.521
Buena Vista Social Club,Buena Vista Social Club,Buena Vista Social Club,"Buena Vista Social Club, Buena Vista Social Club",spotify:track:6yBJrChr7XY36XTW389Av2,6yBJrChr7XY36XTW389Av2,latin jazz|world,jazz,spotify:track:6yBJrChr7XY36XTW389Av2,0.825,0.656,0.282,0.914,0.0924,-18.186,0.0393,0.454439582,0.523
Elastica,fem90,Connection,"Elastica, Connection",spotify:track:2BrL11P3djGJKirIN160qf,2BrL11P3djGJKirIN160qf,alternative pop|alternative rock|britpop|candy pop,pop|rock,spotify:track:2BrL11P3djGJKirIN160qf,0.000313,0.686,0.689,0.69,0.0492,-5.558,0.0366,0.543459662,0.875
Opiate For The Masses,Manifesto,Wandering Star,"Opiate For The Masses, Wandering Star",spotify:track:3jT7Gwmzw97MHQya5F6A7Y,3jT7Gwmzw97MHQya5F6A7Y,alternative metal|nu metal,metal,spotify:track:3jT7Gwmzw97MHQya5F6A7Y,0.00506,0.563,0.621,5.32E-05,0.0667,-3.276,0.0331,0.358342329,0.586
INXS,By My Side,By My Side,"INXS, By My Side",spotify:track:1vmOWok3n7VAWh08KpEB4y,1vmOWok3n7VAWh08KpEB4y,australian rock|dance rock|funk rock|mellow gold|new romantic|new wave|new wave pop|pop rock|rock|soft rock,pop|rock|dance,spotify:track:1vmOWok3n7VAWh08KpEB4y,0.0394,0.517,0.464,0.000387,0.154,-8.721,0.0245,0.416500562,0.161
Soft Cell,"Hammersmith Palais, March 8th, 1983",Purple Haze,"Soft Cell, Purple Haze",spotify:track:31eIT6rMedLRNn234jwWjN,31eIT6rMedLRNn234jwWjN,dance rock|new romantic|new wave|new wave pop|synthpop,pop|rock|dance,spotify:track:31eIT6rMedLRNn234jwWjN,0.358,0.619,0.553,0.00154,0.0798,-11.07,0.0347,0.489708985,0.554
Торба-на-Круче,Несбыточная,Звезда,"Торба-на-Круче, Звезда",spotify:track:5UgzugK03Mz8Ng39auNgCQ,5UgzugK03Mz8Ng39auNgCQ,russian punk|russian rock,rock,spotify:track:5UgzugK03Mz8Ng39auNgCQ,0.00164,0.617,0.521,0.0891,0.0639,-8.856,0.0234,0.443550591,0.323
Young And Dramatic,Never,Never,"Young And Dramatic, Never",spotify:track:5VYd3Lkv8uw6bF95jTtg9e,5VYd3Lkv8uw6bF95jTtg9e,belarusian indie,indie,spotify:track:5VYd3Lkv8uw6bF95jTtg9e,0.962,0.396,0.127,0.828,0.112,-20.832,0.0349,0.359914536,0.141
Little Dragon,Ritual Union,Summertearz,"Little Dragon, Summertearz",spotify:track:1Ee4RWcItFvhA7uOob5vI4,1Ee4RWcItFvhA7uOob5vI4,alternative dance|alternative r&b|art pop|chillwave|downtempo|electronica|electropop|escape room|gothenburg indie|indie soul|indietronica|new rave|swedish electropop|swedish synthpop|trip hop,soul|electronica|dance|r&b|pop|indie,spotify:track:1Ee4RWcItFvhA7uOob5vI4,0.137,0.868,0.68,0.208,0.146,-7.487,0.0741,0.501511738,0.282
Biohazard,Nightmare,Nightmare,"Biohazard, Nightmare",spotify:track:3slR78pbkTYwjKSF8XPQ23,3slR78pbkTYwjKSF8XPQ23,american metalcore,metal,spotify:track:3slR78pbkTYwjKSF8XPQ23,4.59E-05,0.293,0.983,3.63E-05,0.234,-3.908,0.112,0.339923764,0.213
Judas Priest,Live in London Disc 1,Grinder,"Judas Priest, Grinder",spotify:track:54IuIxOITRtbK8cU7fHIQf,54IuIxOITRtbK8cU7fHIQf,album rock|birmingham metal|hard rock|metal|power metal|rock,metal|rock,spotify:track:54IuIxOITRtbK8cU7fHIQf,0.0673,0.437,0.881,4.05E-05,0.104,-4.934,0.0561,0.626620919,0.592
Los Suaves,¿Hay Alguien Ahí?,Johnny B. Goode,"Los Suaves, Johnny B. Goode",spotify:track:6ORUmZ4ABxDPs3W4Ru01ml,6ORUmZ4ABxDPs3W4Ru01ml,punk urbano|rock en espanol|spanish punk,rock,spotify:track:6ORUmZ4ABxDPs3W4Ru01ml,0.000604,0.292,0.906,0.227,0.911,-9.982,0.0744,0.495061657,0.0718
Cristina Donà,"cristina donà, U.K. version",How Deep Is Your Love,"Cristina Donà, How Deep Is Your Love",spotify:track:1njoF9mFA0GhS5VpCC4TGj,1njoF9mFA0GhS5VpCC4TGj,italian indie pop,pop|indie,spotify:track:1njoF9mFA0GhS5VpCC4TGj,0.951,0.428,0.12,0.0166,0.116,-17.998,0.063,0.321160298,0.397
Shawnna,Worth Tha Weight,Let's Go,"Shawnna, Let's Go",spotify:track:5QIotv1TlDk4ivYICmaT0o,5QIotv1TlDk4ivYICmaT0o,chicago rap|hip pop|pop rap,pop|rap,spotify:track:5QIotv1TlDk4ivYICmaT0o,0.0187,0.721,0.717,0,0.101,-7.948,0.358,0.632596203,0.81
Sun Ra,Some Blues But Not The Kind That's Blue,I'll Get By,"Sun Ra, I'll Get By",spotify:track:2Soz2DxkIx3juQo5Wy7fNq,2Soz2DxkIx3juQo5Wy7fNq,afrobeat|afrofuturism|art rock|avant-garde jazz|experimental|free improvisation|free jazz|spiritual jazz,rock|jazz,spotify:track:2Soz2DxkIx3juQo5Wy7fNq,0.871,0.554,0.36,0.183,0.1,-11.418,0.0325,0.540342123,0.598
NOFX,The Longest Line (EP),Remnants,"NOFX, Remnants",spotify:track:5B54F6YJBpP5tzjU81LvMO,5B54F6YJBpP5tzjU81LvMO,pop punk|punk|skate punk|socal pop punk,pop,spotify:track:5B54F6YJBpP5tzjU81LvMO,0.00498,0.276,0.909,0.000318,0.111,-7.305,0.0642,0.815541113,0.577
The Dissociatives,Rolling Stones - Aussie Incoming,Forever and a Day,"The Dissociatives, Forever and a Day",spotify:track:0Iro2x5S5gZDgJW4Ip3FqN,0Iro2x5S5gZDgJW4Ip3FqN,australian alternative rock,rock,spotify:track:0Iro2x5S5gZDgJW4Ip3FqN,0.109,0.665,0.622,0.000609,0.225,-5.303,0.029,0.514927011,0.287
Dave Matthews Band,Warehouse 10 Volume 1,You & Me,"Dave Matthews Band, You & Me",spotify:track:2haoFajdq2VFBj8xTfdV7N,2haoFajdq2VFBj8xTfdV7N,jam band|neo mellow|pop rock,pop|rock,spotify:track:2haoFajdq2VFBj8xTfdV7N,0.436,0.652,0.627,8.11E-06,0.0674,-7.313,0.0894,0.617537054,0.315
Moonspell,Heavy Instrumentals Vol. 14,Proliferation,"Moonspell, Proliferation",spotify:track:5d9V7aLLOWFgxVLY2iOER5,5d9V7aLLOWFgxVLY2iOER5,gothic metal|gothic symphonic metal|metal|portuguese black metal|portuguese metal|portuguese rock|symphonic black metal,metal|rock,spotify:track:5d9V7aLLOWFgxVLY2iOER5,0.0197,0.532,0.821,0.869,0.369,-8.136,0.0411,0.63601385,0.145
Crematory,..Just Dreaming,Dreams,"Crematory, Dreams",spotify:track:4w4iFX2UsPjSnoyUvcHYjB,4w4iFX2UsPjSnoyUvcHYjB,gothic metal|neue deutsche harte,metal,spotify:track:4w4iFX2UsPjSnoyUvcHYjB,0.0229,0.334,0.964,0.634,0.783,-6.764,0.137,0.621241372,0.425
Suuns,Images du Futur,Minor Work,"Suuns, Minor Work",spotify:track:4iV2lxdprkvjras3t2eOF1,4iV2lxdprkvjras3t2eOF1,nu gaze|quebec indie,indie,spotify:track:4iV2lxdprkvjras3t2eOF1,0.399,0.679,0.358,0.861,0.173,-10.441,0.0288,0.510443309,0.168
[unknown],Fonky Fraiche Mixtape,6,"[unknown], 6",spotify:track:46Ju66jBxf1hB2s78nZpMH,46Ju66jBxf1hB2s78nZpMH,chillwave|indie pop|indie rock|indie soul|indietronica|kiwi rock|neo-psychedelic|new rave|portland hip hop|psychedelic pop,rock|soul|hip hop|pop|indie,spotify:track:46Ju66jBxf1hB2s78nZpMH,0.309,0.424,0.509,0.846,0.124,-8.47,0.0309,0.550474126,0.116
Aslyn,The Grand Garden EP Phase 4,Rosemary,"Aslyn, Rosemary",spotify:track:1D4nZHCPbL2GaVucHyJyOf,1D4nZHCPbL2GaVucHyJyOf,acoustic pop,pop,spotify:track:1D4nZHCPbL2GaVucHyJyOf,0.87,0.702,0.386,0,0.258,-7.83,0.0487,0.644864795,0.56
Throw The Fight,The Vault,I Know,"Throw The Fight, I Know",spotify:track:6kuOYhtenjaBHhJf4KJ6vq,6kuOYhtenjaBHhJf4KJ6vq,christian rock|gymcore|hard alternative|pixie|post-screamo,rock,spotify:track:6kuOYhtenjaBHhJf4KJ6vq,4.08E-05,0.35,0.898,0.00481,0.0887,-4.615,0.0771,0.761651579,0.551
The Seven Gates,Angel of Suffering,Pressure,"The Seven Gates, Pressure",spotify:track:3C7KVeVZGW6M2vKbJFi5Nf,3C7KVeVZGW6M2vKbJFi5Nf,french death metal,metal,spotify:track:3C7KVeVZGW6M2vKbJFi5Nf,0.00118,0.324,0.982,0.726,0.0784,-4.047,0.15,0.468876118,0.256
The Black Noodle Project,Eleonore,Escape,"The Black Noodle Project, Escape",spotify:track:1xznELLETHPr832oc90Z6K,1xznELLETHPr832oc90Z6K,french rock|modern progressive rock|neo-progressive,rock,spotify:track:1xznELLETHPr832oc90Z6K,0.00222,0.313,0.797,0.0521,0.657,-10.207,0.0538,0.409759331,0.338
